id,content,identifier,next_recommendation_id,module_id
1713,"The following are the minimum wage rates for Region VIII (Eastern Visayas):

[TABLE]

[TABLE]

If your wage is below the current minimum wage rates, the employer may be held liable for violating Republic Act No. 6727 or the Wage Rationalization Act. Complaints for non-compliance with RA 6727 may be filed with the Regional Director of the Department of Labor and Employment (DOLE). (Sec. 17, RA 6727)

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 12,NULL,1
1714,"The following are the minimum wage rates for Region IX (Zamboanga Peninsula):

[TABLE]

[TABLE]

If your wage is below the current minimum wage rates, the employer may be held liable for violating Republic Act No. 6727 or the Wage Rationalization Act. Complaints for non-compliance with RA 6727 may be filed with the Regional Director of the Department of Labor and Employment (DOLE). (Sec. 17, RA 6727)

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 13,NULL,1
1715,"The following are the minimum wage rates for Region X (Northern Mindanao):

[TABLE]

[TABLE]

If your wage is below the current minimum wage rates, the employer may be held liable for violating Republic Act No. 6727 or the Wage Rationalization Act. Complaints for non-compliance with RA 6727 may be filed with the Regional Director of the Department of Labor and Employment (DOLE). (Sec. 17, RA 6727)

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 14,NULL,1
1716,"The following are the minimum wage rates for Region XI (Davao):

[TABLE]

[TABLE]

If your wage is below the current minimum wage rates, the employer may be held liable for violating Republic Act No. 6727 or the Wage Rationalization Act. Complaints for non-compliance with RA 6727 may be filed with the Regional Director of the Department of Labor and Employment (DOLE). (Sec. 17, RA 6727)

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 15,NULL,1
1717,"The following are the minimum wage rates for Region XII (SOCCSKSARGEN):

[TABLE]

[TABLE]

If your wage is below the current minimum wage rates, the employer may be held liable for violating Republic Act No. 6727 or the Wage Rationalization Act. Complaints for non-compliance with RA 6727 may be filed with the Regional Director of the Department of Labor and Employment (DOLE). (Sec. 17, RA 6727)

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 16,NULL,1
1718,"The following are the minimum wage rates for CARAGA:

[TABLE]

[TABLE]

If your wage is below the current minimum wage rates, the employer may be held liable for violating Republic Act No. 6727 or the Wage Rationalization Act. Complaints for non-compliance with RA 6727 may be filed with the Regional Director of the Department of Labor and Employment (DOLE). (Sec. 17, RA 6727)

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 17,NULL,1
1719,"The following are the minimum wage rates for the Bangsamoro Autonomous Region (formerly Autonomous Region of Muslim Mindanao):

[TABLE]

[TABLE]

If your wage is below the current minimum wage rates, the employer may be held liable for violating Republic Act No. 6727 or the Wage Rationalization Act. Complaints for non-compliance with RA 6727 may be filed with the Regional Director of the Department of Labor and Employment (DOLE). (Sec. 17, RA 6727)

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 18,NULL,1
1720,"To calculate the basic income you are entitled to, use the formula below: (Art. 83, Labor Code)

Please consult your employment contract or the proper company official if your calculation should be on a daily or hourly basis.

WEEK 1

OPTION A: Daily Wage

[TABLE]

OPTION B: Hourly Wage

[TABLE]

Add more weeks? <if yes, repeat the table>

[TABLE]

Note that the calculation above does not include valid deductions or charges, such as taxes, SSS, Pag-Ibig, and PhilHealth fees.

Note also that the rates and equations for premium pay, overtime pay, holiday pay, and night differentials used in this calculator are those provided by the Labor Code. This may differ with rates governing your employment, as may be stipulated under collective bargaining agreements, your employment contract, or company policy.

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 19,NULL,1
1721,"To calculate the basic income you are entitled to during the Compressed Work Week (CWW), refer to the table below. (Art. 83, Labor Code)

CWWs refer to a situation where the normal workweek is reduced to less than 6 days, but the total number of work hours of 48 hours remains. The normal workday is increased to more than 8 hours. Any time worked beyond 12 hours will be subject to overtime premium. If the firm normally works under a 5-day (or 40 hours) work week, its CWW would likely feature less than 5 days of work per week, while retaining the 40-hour total per week. (DOLE Department Advisory No. 2, series of 2004, 2 December 2004)

The following days are recognized as regular holidays:

1)	New Year’s Day		- January 1
2)	Araw ng Kagitingan	- April 9
3)	Maundy Thursday	- (date varies, subject to official declarations)
4)	Good Friday		- (date varies, subject to official declarations)
5)	Labor Day		- May 1
6)	Independence Day	- June 12
7)	National Heroes Day	- Last Sunday of August
8)	Bonifacio Day		- November 30
9)	Eid al-Fitr			- (date varies, subject to official declarations)
10)	Eid al-Adha		- (date varies, subject to official declarations)
11)	Christmas			- December 25
12)	Rizal Day			- December 30

The following days are recognized as Special (Non-Working) Days:

1)	Additional non-working day	- January 2
2)	Chinese New Year		- (date varies, subject to official declarations)
3)	EDSA Revolution	Anniversary	- February 25
4)	Black Saturday			- (date varies, subject to official declarations)
5)	Ninoy Aquino Day		- August 21
6)	Additional non-working day	- October 31
7)	All Saints Day			- November 1
8)	Last day of the year		- December 31

Please consult your employment contract or the proper company official if your calculation should be based on a 5-day or 6-day normal work week.
 
WEEK 1

OPTION A: 5-day / 40-hour normal work week
[TABLE]

OPTION B: 6-day / 48-hour normal work week
[TABLE]

Add more weeks? <if yes, repeat the table>

[TABLE]

Note that the calculation above does not include valid deductions or charges, such as taxes, SSS, Pag-Ibig, and PhilHealth fees.

Note also that the rates and equations for premium pay, overtime pay, holiday pay, and night differentials used in this calculator are those provided by the Labor Code. This may differ with rates governing your employment, as may be stipulated under collective bargaining agreements, your employment contract, or company policy.

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 20,NULL,1
1722,"You do not seem to be entitled to Holiday Pay. To calculate the basic income you are entitled to, refer to the table below. (Art. 82-94, Labor Code)

Under the Labor Code, its implementing rules, and jurisprudence, several kinds of employees are not entitled to Holiday Pay, namely:

1)	Government employees, including those from Government Owned or Controlled Corporations;
2)	Employees of retail and service establishments regularly employing less than 10 workers;
3)	Domestic workers or Kasambahays;
4)	Persons in the personal service of another;
5)	Managerial employees;
6)	Field personnel and other employees whose time and performance is unsupervised by the employer;
7)	Those engaged on a task or contract basis or purely commission basis;
8)	Those who are paid a fixed amount for performing work irrespective of the time consumed in the performance thereof;
9)	Other officers and members of the managerial staff; 
10)	Members of the family of the employer who are dependent on him for support;
11)	Seasonal workers during off-season when they are not at work; and
12)	Workers who do not have regular working days. (Art. 94, Labor Code; Sec. 1, Rule IV, Book III, Implementing Rules of the Labor Code; DOLE Handbook on Worker’s Statutory Monetary Benefits, 2017; Chan, Bar Reviewer on Labor Law, Chan Robles Publishing Company: 2017)

Note that even if you are not entitled to Holiday Pay under the law, if your employer has expressly and deliberately granted you the same and has consistently done so for a long period of time, the benefit would have ripened to a company policy or practice. He cannot discontinue such practice without the consent of the employees. (Supreme Steel Corporation v. Nagkakaisang Manggagawa ng Supreme Independent Union (NMS-IND-APL), G.R. No. 185556, 28 March 2011)

WEEK 1

[TABLE]

Add more weeks? <if yes, repeat the table>

[TABLE]

Note that the calculation above does not include valid deductions or charges, such as taxes, SSS, Pag-Ibig, and PhilHealth fees.

Note also that the rates and equations for premium pay, overtime pay, holiday pay, and night differentials used in this calculator are those provided by the Labor Code. This may differ with rates governing your employment, as may be stipulated under collective bargaining agreements, your employment contract, or company policy.

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 21,NULL,1
1723,"To calculate the basic income you are entitled to, refer to the table below. (Art. 82-94, Labor Code)

The following days are recognized as regular holidays:

1)	New Year’s Day		- January 1
2)	Araw ng Kagitingan	- April 9
3)	Maundy Thursday	- (date varies, subject to official declarations)
4)	Good Friday		- (date varies, subject to official declarations)
5)	Labor Day		- May 1
6)	Independence Day	- June 12
7)	National Heroes Day	- Last Sunday of August
8)	Bonifacio Day		- November 30
9)	Eid al-Fitr			- (date varies, subject to official declarations)
10)	Eid al-Adha		- (date varies, subject to official declarations)
11)	Christmas			- December 25
12)	Rizal Day			- December 30

The following days are recognized as Special (Non-Working) Days:

1)	Additional non-working day	- January 2
2)	Chinese New Year		- (date varies, subject to official declarations)
3)	EDSA Revolution	Anniversary	- February 25
4)	Black Saturday			- (date varies, subject to official declarations)
5)	Ninoy Aquino Day		- August 21
6)	Additional non-working day	- October 31
7)	All Saints Day			- November 1
8)	Last day of the year		- December 31

WEEK 1

[TABLE]

Add more weeks? <if yes, repeat the table>

[TABLE]

Note that the calculation above does not include valid deductions or charges, such as taxes, SSS, Pag-Ibig, and PhilHealth fees.

Note also that the rates and equations for premium pay, overtime pay, holiday pay, and night differentials used in this calculator are those provided by the Labor Code. This may differ with rates governing your employment, as may be stipulated under collective bargaining agreements, your employment contract, or company policy.

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 22,NULL,1
1740,"You do not seem to be entitled to retirement pay.

In order to be entitled to retirement pay, an employee must have both rendered at least 5 years of service and reached the age of optional or compulsory retirement. (Art. 302, Labor Code)

In the absence of a retirement plan or agreement for retirement benefits, optional retirement may be availed of by the age of 60 years or the employee may be retired upon reaching the compulsory age of retirement of 65 years. (Art. 302, Labor Code) Note that if the retirement plan or agreement does not meet the minimum required by the Labor Code, the standards set by the Labor Code and the relevant implementing rules shall apply. 

An employee who fails to render at least 5 years of service or who does not meet the age of retirement shall not be entitled to retirement pay.",MC 39,NULL,1
1724,"To calculate the basic income you are entitled to, refer to the table below. (Art. 82-94, Labor Code)

Schools are exempted from paying hourly-paid faculty members their pay for regular holidays, whether such are held during the regular semesters of the school year or during semestral, Christmas, or Holy Week vacations. However, schools are liable to pay faculty members their regular hourly rate on days declared as special holidays. (Jose Rizal College v. NLRC, G.R. No. 65482, 1 December 1987)

Please consider the above rule in determining what regular holidays are subject to holiday pay under your personal circumstances. 

The following days are recognized as regular holidays:

1)	New Year’s Day		- January 1
2)	Araw ng Kagitingan	- April 9
3)	Maundy Thursday	- (date varies, subject to official declarations)
4)	Good Friday		- (date varies, subject to official declarations)
5)	Labor Day		- May 1
6)	Independence Day	- June 12
7)	National Heroes Day	- Last Sunday of August
8)	Bonifacio Day		- November 30
9)	Eid al-Fitr			- (date varies, subject to official declarations)
10)	Eid al-Adha		- (date varies, subject to official declarations)
11)	Christmas			- December 25
12)	Rizal Day			- December 30

The following days are recognized as Special (Non-Working) Days:

1)	Additional non-working day	- January 2
2)	Chinese New Year		- (date varies, subject to official declarations)
3)	EDSA Revolution	Anniversary	- February 25
4)	Black Saturday			- (date varies, subject to official declarations)
5)	Ninoy Aquino Day		- August 21
6)	Additional non-working day	- October 31
7)	All Saints Day			- November 1
8)	Last day of the year		- December 31

Schools are also liable to pay faculty members their hourly rate if, for some reason, classes are called off or shortened for the hours they are supposed to have taught, whether extensions of class days be ordered or not. In case of extensions, the faculty members shall likewise be paid their hourly rates should they teach during said extensions. (Jose Rizal College v. NLRC, G.R. No. 65482, 1 December 1987)

WEEK 1

[TABLE]

Add more weeks? <if yes, repeat the table>

[TABLE]

Note that the calculation above does not include valid deductions or charges, such as taxes, SSS, Pag-Ibig, and PhilHealth fees.

Note also that the rates and equations for premium pay, overtime pay, holiday pay, and night differentials used in this calculator are those provided by the Labor Code. This may differ with rates governing your employment, as may be stipulated under collective bargaining agreements, your employment contract, or company policy.

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 23,NULL,1
1725,"To calculate the basic income you are entitled to, refer to the table below. (Art. 82-94, Labor Code)

Private school teachers, including faculty members of private colleges and universities, may not be paid for the regular holidays during semestral vacations. They shall, however, be paid for the regular holidays during Christmas vacation. (Sec. 8 (a), Rule IV, Book III, Rules to Implement the Labor Code)

Please consider the above rule in determining what regular holidays are subject to holiday pay under your personal circumstances. 

The following days are recognized as regular holidays:

1)	New Year’s Day		- January 1
2)	Araw ng Kagitingan	- April 9
3)	Maundy Thursday	- (date varies, subject to official declarations)
4)	Good Friday		- (date varies, subject to official declarations)
5)	Labor Day		- May 1
6)	Independence Day	- June 12
7)	National Heroes Day	- Last Sunday of August
8)	Bonifacio Day		- November 30
9)	Eid al-Fitr			- (date varies, subject to official declarations)
10)	Eid al-Adha		- (date varies, subject to official declarations)
11)	Christmas			- December 25
12)	Rizal Day			- December 30

The following days are recognized as Special (Non-Working) Days:

1)	Additional non-working day	- January 2
2)	Chinese New Year		- (date varies, subject to official declarations)
3)	EDSA Revolution	Anniversary	- February 25
4)	Black Saturday			- (date varies, subject to official declarations)
5)	Ninoy Aquino Day		- August 21
6)	Additional non-working day	- October 31
7)	All Saints Day			- November 1
8)	Last day of the year		- December 31

WEEK 1

[TABLE]

Add more weeks? <if yes, repeat the table>

[TABLE]

Note that the calculation above does not include valid deductions or charges, such as taxes, SSS, Pag-Ibig, and PhilHealth fees.

Note also that the rates and equations for premium pay, overtime pay, holiday pay, and night differentials used in this calculator are those provided by the Labor Code. This may differ with rates governing your employment, as may be stipulated under collective bargaining agreements, your employment contract, or company policy.

If you wish to pursue a money claims case for the wages you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 24,NULL,1
1726,"You do not seem to be entitled to the 13th month pay.

For an employee to be entitled to the 13th month pay, he must have worked with the employer for at least a month during the calendar year. (Revised Guidelines on the Implementation of the 13th Month Pay Law, 16 November 1987)",MC 25,NULL,1
1727,"The claim for 13th month pay will likely not prosper.

Under the Revised Implementing Guidelines of the 13th Month Pay Law, an employer who has been giving 13th month pays from November 16, 1987 will not be covered by the law. 
",MC 26,NULL,1
1728,"The claim for 13th month pay will likely prosper only in part.

Under the Revised Implementing Guidelines of the 13th Month Pay Law, an employer who has been giving 13th month pays from November 16, 1987 will not be covered by the law. 

Nevertheless, the Revised Guidelines also state that if the employer pays less than required 1/12th of the employee’s basic salary in a calendar year, the employer shall pay the difference.

If the employer has not given this amount, you may demand that the difference be given.

If you wish to pursue a money claims case for the remaining amount you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 27,NULL,1
1729,"An employee who has resigned or whose services were terminated at any time before the time for payment of the 13th month pay is entitled to this monetary benefit in proportion to the length of time he worked during the year, reckoned from the time he started working during the calendar year up to the time of his resignation or termination from the service. Thus, if he worked only from January up to September his proportionate 13th month pay should be equivalent of 1/12 his total basic salary he earned during that period. (Revised Guidelines on the Implementation of the 13th Month Pay Law, 16 November 1987)

The payment of the 13th month pay may be demanded by the employee upon the cessation of employer-employee relationship. (Revised Guidelines on the Implementation of the 13th Month Pay Law, 16 November 1987)

[TABLE]

If you wish to pursue a money claims case for the remaining amount you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 28,NULL,1
1663,"You seem to be a regular employee.

Casual employees become regular after one year of service. (Art. 295, Labor Code) This one-year period should be reckoned from the date of hiring. (Kimberly-Clark [Phils.], Inc. v. Secretary of Labor, G.R. No. 156668, 23 November 2007) No regular appointment papers are necessary for casual employees to become regular. (Kimberly Independent Labor Union for Solidarity, Activism, and Nationalism – Organized Labor Association in Line Industries and Agriculture v. Drilon, G.R. Nos. 77629 and 78791, 9 May 1990)

Regular employees can only be terminated based on just or authorized causes. Go back to TE Question 5 or TE Question 6 to check if the employer used grounds such as or similar to those listed to justify your termination. If the employer did not use such grounds, then the dismissal would be invalid.

To know what an illegally terminated employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",63,1735,1
1730,"The table below will guide you in calculating the minimum amount of 13th month pay you are entitled to. 

Note that for purposes of computing the 13th month pay, “basic salary” should be interpreted to mean 1/12 of their standard monthly wage multiplied by their length of service within a given calendar year. (Honda Phils., Inc. v. Samahan ng Malayang Manggagawa sa Honda, G.R. No. 145561, 15 June 2005) Thus, we exclude from the computation of '"basic salary'" payments for sick, vacation and maternity leaves, night differentials, regular holiday pay and premiums for work done on rest days and special holidays. (San Miguel Corporation Cagayan Coca-Cola Plant v. Inciong, et al., G.R. No. L-49774, 24 February 1981)

The “basic salary” of an employee for the purpose of computing the 13th month pay shall include all remunerations or earning paid by this employer for services rendered but does not include allowances and monetary benefits which are not considered or integrated as part of the regular or basic salary, such as the cash equivalent of unused vacation and sick leave credits, overtime, premium, night differential and holiday pay, and cost-of-living allowances. (Revised Guidelines on the Implementation of the 13th Month Pay Law, 16 November 1987)

However, these salary-related benefits should be included as part of the basic salary in the computation of the 13th month pay if by individual or collective agreement, company practice or policy, the same are treated as part of the basic salary of the employees. (Revised Guidelines on the Implementation of the 13th Month Pay Law, 16 November 1987)

OPTION A: Monthly basic salary within the calendar year remains constant
[TABLE]

OPTION B: Monthly basic salary within the calendar year changes
[TABLE]

Note that private school teachers, including faculty members of private colleges and universities, are entitled to the required 13th month pay, regardless of the number of months they teach or are paid within a year, if they have rendered service for at least 1 month within a year. (Revised Guidelines on the Implementation of the 13th Month Pay Law, 16 November 1987)

If you wish to pursue a money claims case for the remaining amount you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 29,NULL,1
1731,"You seem to be entitled to separation pay.

For employees terminated due to retrenchment or closure NOT due to serious business losses or financial reverses, the separation pay must be at least 1 month pay or at least ½ month pay for every year of service – whichever is higher. A fraction of at least 6 months is considered as 1 whole year. (Art. 298, Labor Code)

In the computation of separation pay, the salary base should include not just the basic salary, but also the regular allowances that the employee has been receiving. (Planters’ Products, Inc. v. NLRC, G.R. No. 78524, 20 January 1989)

[TABLE]

Note that this amount is the minimum required under the Labor Code. If the Collective Bargaining Agreement or company policy provides for a higher separation pay, that must be followed over the above rules. (Chan, Bar Reviewer on Labor Law, Chan Robles Publishing Company: 2017)

Separation pay received by the employee as a result of his termination from service due to death, sickness, disability, or other causes beyond the control of said employee (such as retrenchment or cessation of business operations) will be exempted from income taxation. (Sec. 32 (B) (6) (b), National Internal Revenue Code; BIR Ruling No. 057-2014)

If your employer did not pay the minimum amount required and you wish to file a 
a money claims case for the remaining amount you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 30,NULL,1
1732,"You seem to be entitled to separation pay.

For employees terminated due to either the installation of labor-saving devices or redundancy, the separation pay must be at least 1 month pay or at least 1 month pay for every year of service – whichever is higher. A fraction of at least 6 months is considered as 1 whole year. (Art. 298, Labor Code)

In the computation of separation pay, the salary base should include not just the basic salary, but also the regular allowances that the employee has been receiving. (Planters’ Products, Inc. v. NLRC, G.R. No. 78524, 20 January 1989)

[TABLE]

Note that this amount is the minimum required under the Labor Code. If the Collective Bargaining Agreement or company policy provides for a higher separation pay, that must be followed over the above rules. (Chan, Bar Reviewer on Labor Law, Chan Robles Publishing Company: 2017)

Separation pay received by the employee as a result of his termination from service due to death, sickness, disability, or other causes beyond the control of said employee (such as the installation of labor-saving devices or redundancy) will be exempted from income taxation. (Sec. 32 (B) (6) (b), National Internal Revenue Code; BIR Ruling No. 057-2014)

If your employer did not pay the minimum amount required and you wish to file a 
a money claims case for the remaining amount you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 31,NULL,1
1733,"You do not seem to be entitled to separation pay.

Closure of business brought about by serious business losses or financial reverses will give rise to a valid dismissal wherein the employer is not required to provide separation pay. (North Davao Mining Corporation v. NLRC, G.R. No. 112546, 13 March 1996) However, due to the implications of this benefit, such serious business losses or financial reverses must be proved by competent evidence such as audited financial statements. (Danzas Intercontinental, Inc. v. Daguman, G.R. No. 154368, 15 April 2005)

Note that closure may nevertheless constitute an unfair labor practice if it is resorted to as a ruse or scheme to get rid of employees on account of their union activities. (St. John Colleges, Inc. v. St. John Academy Faculty and Employees Union, G.R. No. 167892, 27 October 2006) The burden of proving that the closure or cessation of business operations is bona fide falls upon the employer. (J.A.T. General Services v. NLRC, G.R. No. 148340, 26, January 2004)

If you believe that the closure was an act that qualifies as unfair labor practice, please proceed to [ULPQ: Unfair Labor Practice Questions]",MC 32,NULL,1
1612,"The dismissal does not seem to be justified.

For a dismissal on the grounds of negligence to be valid, such negligence must be either both gross or and habitual – not simple. Simple negligence is not sufficient to terminate employment. (St. Luke’s Medical Center, Inc. v. Notario, G.R. No. 152166, 20 October 2010) 

Gross negligence means the absence of that diligence that an ordinarily prudent man would use in his own affairs. (Chavez v. NLRC, G.R. No. 146530, 17 Jan 2005) Habitual negligence implies a repeated failure to perform one’s duties for a period of time, depending on the circumstances. (Premiere Development Bank v. Mantal, G.R. No. 167716, 23 March 2006) 

Generally, to warrant dismissal, the negligence must be both gross and habitual. (Chavez v. NLRC, G.R. No. 146530, 17 Jan 2005) However, habituality may be disregarded if the negligence was gross or the damage or loss is substantial. (Fuentes v. NLRC, G.R. No. 75955, 28 October 1988)

The negligence must also be work-related as would make him unfit to work for his employer. (Chan, Bar Reviewer on Labor Law, Chan Robles Publishing Company: 2017)

Note that absences due to emergency, ailment, or fortuitous event are justified and cannot be cited as just cause to terminate employment. (PLDT v. Teves, G.R. No. 143511, 15 November 2010)

To know what an illegally terminated employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",12,1735,1
1734,"You seem to be entitled to separation pay.

Employees terminated due to disease entitled to separation pay equivalent to at least 1 month or to 1/2 month salary for every year of service, whichever is greater. A fraction of at least 6 months is considered as 1 year for this purpose. (Art. 299, Labor Code)

In the computation of separation pay, the salary base should include not just the basic salary, but also the regular allowances that the employee has been receiving. (Planters’ Products, Inc. v. NLRC, G.R. No. 78524, 20 January 1989)

[TABLE]

Note that this amount is the minimum required under the Labor Code. If the Collective Bargaining Agreement or company policy provides for a higher separation pay, that must be followed over the above rules. (Chan, Bar Reviewer on Labor Law, Chan Robles Publishing Company: 2017)

Separation pay received by the employee as a result of his termination from service due to death, sickness, disability, or other causes beyond the control of said employee (such as retrenchment or cessation of business operations) will be exempted from income taxation. (Sec. 32 (B) (6) (b), National Internal Revenue Code; BIR Ruling No. 057-2014)

If your employer did not pay the minimum amount required and you wish to file a 
a money claims case for the remaining amount you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 33,NULL,1
